TIME_STAMP,SNAKE_X,SNAKE_Y,FOOD_X,FOOD_Y,INPUT_BUTTON,SCORE
-1,2.0,2.0,2.0,6.0,-1,0
3,5.0,2.0,2.0,6.0,1,0
5,5.0,4.0,2.0,6.0,3,0
9,9.0,4.0,2.0,6.0,-1,0
