TIME_STAMP,SNAKE_X,SNAKE_Y,FOOD_X,FOOD_Y,INPUT_BUTTON,SCORE
-1,2.0,2.0,8.0,6.0,-1,0
3,2.0,5.0,8.0,6.0,3,0
9,8.0,5.0,8.0,6.0,1,0
11,8.0,7.0,2.0,2.0,2,1
17,2.0,7.0,2.0,2.0,0,1
22,2.0,2.0,6.0,5.0,3,2
26,6.0,2.0,6.0,5.0,1,2
30,6.0,6.0,4.0,2.0,2,3
32,4.0,6.0,4.0,2.0,0,3
36,4.0,2.0,6.0,1.0,2,4
38,2.0,2.0,6.0,1.0,1,4
39,2.0,3.0,6.0,1.0,3,4
44,7.0,3.0,6.0,1.0,0,4
45,7.0,2.0,6.0,1.0,2,4
49,3.0,2.0,6.0,1.0,1,4
52,0.0,2.0,6.0,1.0,-1,4
